Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port
1745877281.753957,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.754272,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.754364,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.755251,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.755584,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.755889,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.830289,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.830289,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.830289,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.830538,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.83088,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.876145,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.876145,3.209.211.21,192.168.12.167,TCP,443,50252
1745877281.876412,192.168.12.167,3.209.211.21,TCP,50252,443
1745877281.931474,3.209.211.21,192.168.12.167,TCP,443,50252
1745877282.172558,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.172764,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.172764,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.172764,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.172764,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.172764,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.304436,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877282.323882,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333406,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333406,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333406,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333406,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333406,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.333674,192.168.12.167,51.105.71.136,TCP,50063,443
1745877282.354653,51.105.71.136,192.168.12.167,TCP,443,50063
1745877282.354978,192.168.12.167,51.105.71.136,TCP,50063,443
1745877283.018516,192.168.12.167,3.17.45.182,TCP,59804,443
1745877283.061823,3.17.45.182,192.168.12.167,TCP,443,59804
1745877283.095745,192.168.12.167,20.50.73.10,TCP,50246,443
1745877283.110732,192.168.12.167,3.17.45.182,TCP,59804,443
1745877283.221363,20.50.73.10,192.168.12.167,TCP,443,50246
1745877283.328831,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877283.707232,140.82.112.25,192.168.12.167,TCP,443,62064
1745877283.707876,192.168.12.167,140.82.112.25,TCP,62064,443
1745877283.745861,140.82.112.25,192.168.12.167,TCP,443,62064
1745877284.007648,192.168.12.167,3.17.45.182,TCP,59848,443
1745877284.008101,192.168.12.167,3.17.45.182,TCP,59852,443
1745877284.019163,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.019587,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.019836,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.020206,192.168.12.167,15.156.30.95,TCP,61608,443
1745877284.02035,192.168.12.167,15.156.30.95,TCP,61608,443
1745877284.026034,192.168.12.1,192.168.12.167,TCP,53,50253
1745877284.026034,192.168.12.1,192.168.12.167,TCP,53,50254
1745877284.026034,192.168.12.1,192.168.12.167,TCP,53,50255
1745877284.026318,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.026375,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.026404,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.026437,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.026604,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.026751,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.026826,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.026931,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.02699,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50254
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50253
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50254
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50253
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50255
1745877284.032423,192.168.12.1,192.168.12.167,TCP,53,50255
1745877284.062576,192.168.12.1,192.168.12.167,TCP,53,50253
1745877284.062576,3.17.45.182,192.168.12.167,TCP,443,59848
1745877284.062959,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.066216,3.17.45.182,192.168.12.167,TCP,443,59852
1745877284.068529,192.168.12.1,192.168.12.167,TCP,53,50253
1745877284.068628,192.168.12.167,192.168.12.1,TCP,50253,53
1745877284.077151,15.156.30.95,192.168.12.167,TCP,443,61608
1745877284.077151,15.156.30.95,192.168.12.167,TCP,443,61608
1745877284.082267,15.156.30.95,192.168.12.167,TCP,443,61608
1745877284.082267,15.156.30.95,192.168.12.167,TCP,443,61608
1745877284.082474,192.168.12.167,15.156.30.95,TCP,61608,443
1745877284.083321,192.168.12.167,15.156.30.95,TCP,61608,443
1745877284.094808,192.168.12.1,192.168.12.167,TCP,53,50254
1745877284.095118,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.100419,192.168.12.1,192.168.12.167,TCP,53,50254
1745877284.100494,192.168.12.167,192.168.12.1,TCP,50254,53
1745877284.109164,192.168.12.167,3.17.45.182,TCP,59852,443
1745877284.109168,192.168.12.167,3.17.45.182,TCP,59848,443
1745877284.125239,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.149851,192.168.12.1,192.168.12.167,TCP,53,50255
1745877284.149851,192.168.12.1,192.168.12.167,TCP,53,50255
1745877284.149964,192.168.12.167,192.168.12.1,TCP,50255,53
1745877284.178615,15.156.30.95,192.168.12.167,TCP,443,61608
1745877284.250034,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877285.225201,192.168.12.167,18.155.1.126,TCP,50222,443
1745877285.253736,18.155.1.126,192.168.12.167,TCP,443,50222
1745877285.274575,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877285.489801,192.168.12.167,192.168.12.1,UDP,50903,53
1745877285.489828,192.168.12.167,192.168.12.1,UDP,52834,53
1745877285.495978,192.168.12.1,192.168.12.167,UDP,53,50903
1745877285.495978,192.168.12.1,192.168.12.167,UDP,53,52834
1745877285.722282,192.168.12.167,170.114.1.179,TCP,59787,443
1745877285.766957,170.114.1.179,192.168.12.167,TCP,443,59787
1745877285.766957,170.114.1.179,192.168.12.167,TCP,443,59787
1745877285.808604,192.168.12.167,170.114.1.179,TCP,59787,443
1745877286.298505,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877287.322566,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877288.346127,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877289.093022,192.168.12.167,192.168.12.1,UDP,53180,53
1745877289.093024,192.168.12.167,192.168.12.1,UDP,56774,53
1745877289.143536,192.168.12.1,192.168.12.167,UDP,53,53180
1745877289.143536,192.168.12.1,192.168.12.167,UDP,53,56774
1745877289.15043,192.168.12.167,23.4.43.62,TCP,50257,80
1745877289.192959,23.4.43.62,192.168.12.167,TCP,80,50257
1745877289.193326,192.168.12.167,23.4.43.62,TCP,50257,80
1745877289.194641,192.168.12.167,23.4.43.62,TCP,50257,80
1745877289.234414,23.4.43.62,192.168.12.167,TCP,80,50257
1745877289.234414,23.4.43.62,192.168.12.167,TCP,80,50257
1745877289.277271,192.168.12.167,23.4.43.62,TCP,50257,80
1745877289.292771,192.168.12.167,192.168.12.1,UDP,62217,53
1745877289.29281,192.168.12.167,192.168.12.1,UDP,50060,53
1745877289.298445,192.168.12.1,192.168.12.167,UDP,53,50060
1745877289.298445,192.168.12.1,192.168.12.167,UDP,53,62217
1745877289.370673,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877289.882639,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877290.292393,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877291.316162,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877292.339564,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877292.369065,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.369298,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.369298,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.369298,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.369298,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.369298,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.509583,51.105.71.136,192.168.12.167,TCP,443,50063
1745877292.509583,51.105.71.136,192.168.12.167,TCP,443,50063
1745877292.509865,192.168.12.167,51.105.71.136,TCP,50063,443
1745877292.514693,51.105.71.136,192.168.12.167,TCP,443,50063
1745877292.520574,51.105.71.136,192.168.12.167,TCP,443,50063
1745877292.520794,192.168.12.167,51.105.71.136,TCP,50063,443
1745877293.008119,192.168.12.167,3.17.45.182,TCP,59804,443
1745877293.051946,3.17.45.182,192.168.12.167,TCP,443,59804
1745877293.102326,192.168.12.167,3.17.45.182,TCP,59804,443
1745877293.261613,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877293.332812,192.168.12.167,140.82.113.26,TCP,50093,443
1745877293.385068,140.82.113.26,192.168.12.167,TCP,443,50093
1745877294.007853,192.168.12.167,3.17.45.182,TCP,59848,443
1745877294.00808,192.168.12.167,3.17.45.182,TCP,59852,443
1745877294.059439,3.17.45.182,192.168.12.167,TCP,443,59848
1745877294.061916,3.17.45.182,192.168.12.167,TCP,443,59852
1745877294.107314,192.168.12.167,3.17.45.182,TCP,59848,443
1745877294.107314,192.168.12.167,3.17.45.182,TCP,59852,443
1745877294.388071,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877295.30972,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877296.333346,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877297.254899,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877298.381782,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877299.098864,192.168.12.184,224.0.0.251,UDP,5353,5353
1745877299.303371,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877300.122313,192.168.12.184,224.0.0.251,UDP,5353,5353
1745877300.326993,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877301.35099,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877302.17093,192.168.12.184,224.0.0.251,UDP,5353,5353
1745877302.374931,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877302.413362,192.168.12.167,192.168.12.1,UDP,51895,53
1745877302.413362,192.168.12.167,192.168.12.1,UDP,60265,53
1745877302.436223,192.168.12.1,192.168.12.167,UDP,53,51895
1745877302.436223,192.168.12.1,192.168.12.167,UDP,53,60265
1745877302.437628,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.504084,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.50436,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.506192,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.526117,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.526314,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.526314,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.526314,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.526314,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.526314,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.596017,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.596017,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.596313,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.600307,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.600307,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.600734,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.605456,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.675402,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.675686,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.683776,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.683776,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.683776,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.683776,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.693997,51.105.71.136,192.168.12.167,TCP,443,50063
1745877302.694255,192.168.12.167,51.105.71.136,TCP,50063,443
1745877302.711206,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.711206,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.711538,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.721406,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.721663,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.721663,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.721954,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.722085,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.804358,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.804358,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.810211,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.853088,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.92546,20.42.65.88,192.168.12.167,TCP,443,50259
1745877302.978712,192.168.12.167,20.42.65.88,TCP,50259,443
1745877302.979033,192.168.12.167,192.168.12.1,UDP,55419,53
1745877302.979069,192.168.12.167,192.168.12.1,UDP,51197,53
1745877302.984084,192.168.12.1,192.168.12.167,UDP,53,51197
1745877302.994303,192.168.12.1,192.168.12.167,UDP,53,55419
1745877302.995535,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.011142,192.168.12.167,3.17.45.182,TCP,59804,443
1745877303.051653,3.17.45.182,192.168.12.167,TCP,443,59804
1745877303.075232,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.075441,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.07749,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.102224,192.168.12.167,3.17.45.182,TCP,59804,443
1745877303.181896,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.181896,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.181896,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.181896,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.182183,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.182615,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.186268,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.278173,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.278173,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.278472,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.283556,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.283765,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284006,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284187,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.284475,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.297271,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877303.376671,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.376671,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.376671,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.379139,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.379139,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.424152,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.502075,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.508938,192.168.12.167,20.42.65.88,TCP,50259,443
1745877303.509325,192.168.12.167,20.42.65.88,TCP,50259,443
1745877303.549577,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.580244,20.42.65.88,192.168.12.167,TCP,443,50259
1745877303.819343,20.42.65.88,192.168.12.167,TCP,443,50259
1745877303.824714,192.168.12.167,20.42.65.88,TCP,50259,443
1745877303.82652,192.168.12.167,20.189.173.11,TCP,50260,443
1745877303.938362,20.42.65.88,192.168.12.167,TCP,443,50259
1745877303.938362,20.42.65.88,192.168.12.167,TCP,443,50259
1745877303.938362,20.189.173.11,192.168.12.167,TCP,443,50260
1745877303.938619,192.168.12.167,20.42.65.88,TCP,50259,443
1745877303.938752,192.168.12.167,20.189.173.11,TCP,50260,443
1745877304.020279,192.168.12.167,3.17.45.182,TCP,59848,443
1745877304.020669,192.168.12.167,3.17.45.182,TCP,59852,443
1745877304.0697,3.17.45.182,192.168.12.167,TCP,443,59848
1745877304.073311,3.17.45.182,192.168.12.167,TCP,443,59852
1745877304.124745,192.168.12.167,3.17.45.182,TCP,59852,443
1745877304.124745,192.168.12.167,3.17.45.182,TCP,59848,443
1745877304.32117,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877305.023139,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.023583,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.023762,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.02878,192.168.12.1,192.168.12.167,TCP,53,50261
1745877305.02878,192.168.12.1,192.168.12.167,TCP,53,50262
1745877305.02878,192.168.12.1,192.168.12.167,TCP,53,50263
1745877305.029018,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.02905,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.029066,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.029112,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.02916,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.029226,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.02926,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.029318,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.029349,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50261
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50261
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50262
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50262
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50263
1745877305.034157,192.168.12.1,192.168.12.167,TCP,53,50263
1745877305.06078,192.168.12.1,192.168.12.167,TCP,53,50261
1745877305.06108,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.066152,192.168.12.1,192.168.12.167,TCP,53,50261
1745877305.066238,192.168.12.167,192.168.12.1,TCP,50261,53
1745877305.069415,192.168.12.1,192.168.12.167,TCP,53,50262
1745877305.069742,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.079898,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.085818,192.168.12.1,192.168.12.167,TCP,53,50262
1745877305.085925,192.168.12.167,192.168.12.1,TCP,50262,53
1745877305.106349,192.168.12.1,192.168.12.167,TCP,53,50263
1745877305.106349,192.168.12.1,192.168.12.167,TCP,53,50263
1745877305.106464,192.168.12.167,192.168.12.1,TCP,50263,53
1745877305.344689,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877306.16459,192.168.12.184,224.0.0.251,UDP,5353,5353
1745877306.369132,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877306.693388,192.168.12.167,134.224.240.221,TCP,59812,443
1745877306.776767,134.224.240.221,192.168.12.167,TCP,443,59812
1745877307.290757,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877308.141251,192.168.12.167,134.224.240.221,TCP,59812,443
1745877308.195726,134.224.240.221,192.168.12.167,TCP,443,59812
1745877308.198023,134.224.240.221,192.168.12.167,TCP,443,59812
1745877308.241577,192.168.12.167,134.224.240.221,TCP,59812,443
1745877308.287396,140.82.113.26,192.168.12.167,TCP,443,50093
1745877308.287944,192.168.12.167,140.82.113.26,TCP,50093,443
1745877308.31477,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877308.330132,140.82.113.26,192.168.12.167,TCP,443,50093
1745877309.748492,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877309.748878,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.158468,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.260903,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877310.465108,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.670332,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.670667,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.773212,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877310.97831,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877311.284282,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877311.932404,3.17.45.182,192.168.12.167,TCP,443,59852
1745877311.983684,192.168.12.167,3.17.45.182,TCP,59852,443
1745877312.002356,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877312.308205,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877312.706183,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.706392,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.706392,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.706392,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.706392,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.718185,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877312.79629,192.168.12.167,52.200.46.145,TCP,61640,443
1745877312.834664,52.200.46.145,192.168.12.167,TCP,443,61640
1745877312.834664,51.105.71.136,192.168.12.167,TCP,443,50063
1745877312.834916,192.168.12.167,51.105.71.136,TCP,50063,443
1745877312.838758,51.105.71.136,192.168.12.167,TCP,443,50063
1745877312.848732,51.105.71.136,192.168.12.167,TCP,443,50063
1745877312.848732,51.105.71.136,192.168.12.167,TCP,443,50063
1745877312.851039,51.105.71.136,192.168.12.167,TCP,443,50063
1745877312.851274,192.168.12.167,51.105.71.136,TCP,50063,443
1745877313.011755,192.168.12.167,3.17.45.182,TCP,59804,443
1745877313.056803,3.17.45.182,192.168.12.167,TCP,443,59804
1745877313.104113,192.168.12.167,3.17.45.182,TCP,59804,443
1745877313.33252,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877313.521707,192.168.12.167,20.169.174.231,TCP,61604,443
1745877313.590875,20.169.174.231,192.168.12.167,TCP,443,61604
1745877313.844819,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877313.94716,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877314.008601,192.168.12.167,3.17.45.182,TCP,59848,443
1745877314.00881,192.168.12.167,3.17.45.182,TCP,59852,443
1745877314.059312,3.17.45.182,192.168.12.167,TCP,443,59848
1745877314.061601,3.17.45.182,192.168.12.167,TCP,443,59852
1745877314.114395,192.168.12.167,3.17.45.182,TCP,59848,443
1745877314.114431,192.168.12.167,3.17.45.182,TCP,59852,443
1745877314.254157,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877315.278142,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877316.301781,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877316.457413,3.17.45.182,192.168.12.167,TCP,443,59804
1745877316.505014,192.168.12.167,3.17.45.182,TCP,59804,443
1745877316.71357,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877317.326186,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877318.349831,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877319.270134,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877320.295886,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877321.319706,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877322.343486,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877322.508508,192.168.12.167,13.71.196.252,TCP,59733,8883
1745877322.575741,13.71.196.252,192.168.12.167,TCP,8883,59733
1745877322.630849,192.168.12.167,13.71.196.252,TCP,59733,8883
1745877322.855543,192.168.12.116,224.0.0.251,UDP,5353,5353
1745877322.869393,192.168.12.167,51.105.71.136,TCP,50063,443
1745877322.86957,192.168.12.167,51.105.71.136,TCP,50063,443
1745877322.86957,192.168.12.167,51.105.71.136,TCP,50063,443
1745877322.86957,192.168.12.167,51.105.71.136,TCP,50063,443
1745877322.86957,192.168.12.167,51.105.71.136,TCP,50063,443
1745877322.86957,192.168.12.167,51.105.71.136,TCP,50063,443
1745877323.006629,51.105.71.136,192.168.12.167,TCP,443,50063
1745877323.006938,192.168.12.167,51.105.71.136,TCP,50063,443
1745877323.008414,192.168.12.167,3.17.45.182,TCP,59804,443
1745877323.011728,51.105.71.136,192.168.12.167,TCP,443,50063
1745877323.01417,51.105.71.136,192.168.12.167,TCP,443,50063
1745877323.025953,51.105.71.136,192.168.12.167,TCP,443,50063
1745877323.026199,192.168.12.167,51.105.71.136,TCP,50063,443
1745877323.054403,3.17.45.182,192.168.12.167,TCP,443,59804
1745877323.103165,192.168.12.167,3.17.45.182,TCP,59804,443
1745877323.265339,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877324.016953,192.168.12.167,3.17.45.182,TCP,59848,443
1745877324.017125,192.168.12.167,3.17.45.182,TCP,59852,443
1745877324.068973,3.17.45.182,192.168.12.167,TCP,443,59848
1745877324.071011,3.17.45.182,192.168.12.167,TCP,443,59852
1745877324.123728,192.168.12.167,3.17.45.182,TCP,59848,443
1745877324.123749,192.168.12.167,3.17.45.182,TCP,59852,443
1745877324.288981,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877325.313337,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877325.90364,192.168.12.167,170.114.1.179,TCP,59787,443
1745877325.951821,170.114.1.179,192.168.12.167,TCP,443,59787
1745877325.995001,192.168.12.167,170.114.1.179,TCP,59787,443
1745877326.165285,192.168.12.167,3.143.53.1,TCP,50191,443
1745877326.212678,3.143.53.1,192.168.12.167,TCP,443,50191
1745877326.337202,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877326.944778,192.168.12.167,3.209.211.21,TCP,50252,443
1745877327.002469,3.209.211.21,192.168.12.167,TCP,443,50252
1745877327.259031,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877328.223598,192.168.12.167,20.50.73.10,TCP,50246,443
1745877328.282665,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877328.346908,20.50.73.10,192.168.12.167,TCP,443,50246
1745877328.752527,192.168.12.167,140.82.112.25,TCP,62064,443
1745877328.795105,140.82.112.25,192.168.12.167,TCP,443,62064
1745877329.186102,192.168.12.167,15.156.30.95,TCP,61608,443
1745877329.244319,15.156.30.95,192.168.12.167,TCP,443,61608
1745877329.307115,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877330.257624,192.168.12.167,18.155.1.126,TCP,50222,443
1745877330.292992,18.155.1.126,192.168.12.167,TCP,443,50222
1745877330.330654,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877331.355151,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877332.276818,192.168.12.212,230.0.0.1,UDP,51975,6666
1745877333.008887,192.168.12.167,3.17.45.182,TCP,59804,443
1745877333.043456,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.043791,192.168.12.167,51.105.71.136,TCP,50063,443
1745877333.056766,3.17.45.182,192.168.12.167,TCP,443,59804
